Código;Descrição;U.M;Valor custo R$;"Valor 
venda R$";Lucro R$;lucro %;Saldo estoque;"Custo estoque
Atual R$";Fornecedor;Cód Forn.
PRO0001;PARAFUSO ALLEN SEM CABEÇA M2X3 MA INOX A2;PÇ;0,2;0,6;0,4;200,00%;300;60;;
PRO0002;P. CAB. ABAULADA SX INT. M3-0.50 X 6 LG12.9-CO Titânio D;PÇ;1;1,5;0,5;50,00%;300;300;;
PRO0003;PORCA REBITE REC. M12 ABA PLANA INOX 304;PÇ;2;6,17;4,17;208,50%;100;200;;
PRO0004;PARAFUSO DE TRAÇÃO REBITADOR MANUAL ;PÇ;20;70;50;250,00%;41;820;;
PRO0005;P. RM PAN. C/ PH. M1.6-0.35 X 4mm - INOX A2;PÇ;1;1,07;0,07;7,00%;900;900;;
PRO0006;POR. SEXT. M1.6-0.35MA INOX A2;PÇ;1;0,35;-0,65;-65,00%;9.900,00;9900;;
PRO0007;P. S/C SEXT. INT P. CV M2-0.40 X 5 MA INOX A2;PÇ;1;0,66;-0,34;-34,00%;500;500;;
PRO0008;PARAFUSO M2x3 ALLEN CHATO INOX;PÇ;1;0,63;-0,37;-37,00%;1.000,00;1000;;
PRO0009;PARAFUSO TORX M1.6X5 CABEÇA CHATA INOX;PÇ;1;0,6;-0,4;-40,00%;1.000,00;1000;;
PRO0010;PARAFUSO TORX M2X5 CABEÇA CHATA INOX;PÇ;1;0,6;-0,4;-40,00%;1.000,00;1000;;
PRO0011;PARAFUSO ALLEN SEM CABEÇA M2X10 INOX;PÇ;1;0,6;-0,4;-40,00%;1.000,00;1000;;
PRO0012;ESPAÇADOR MACHO/FÊMEA M3X6X6 NYLON PA66 PRETO;PÇ;1;0,48;-0,52;-52,00%;4.800,00;4800;;
PRO0013;ESPAÇADOR MACHO/FÊMEA M3x10x6 NYLON PRETO;PÇ;1;0,58;-0,42;-42,00%;1.000,00;1000;;
PRO0014;ESPAÇADOR MACHO/FÊMEA M3x20x6 NYLON PRETO;PÇ;1;0,98;-0,02;-2,00%;1.000,00;1000;;
PRO0015;PARAFUSO M2x8 ALLEN ABAULADO INOX;PÇ;1;0,6;-0,4;-40,00%;1.000,00;1000;;
PRO0016;PARAFUSO M2x5 ALLEN ABAULADO INOX;PÇ;1;0,55;-0,45;-45,00%;1.000,00;1000;;
PRO0017;P. SEXT. RI M8-1.25MA X 40 NYLON P66-BRANCO;PÇ;1;6,9;5,9;590,00%;100;100;;
PRO0018;POR. SEXT. M8-1.25MA NYLON P66- BRANCO;PÇ;1;1,97;0,97;97,00%;200;200;;
PRO0019;AR. LISA M8 NYLON P66-BRANCO;PÇ;1;0,58;-0,42;-42,00%;500;500;;
PRO0020;FRETE SEDEX ;PÇ;1;50,06;49,06;4906,00%;200;200;;
PRO0021;P. CAB. CHATA SX INT. M3-0.50 X 5MA LG 12.9;PÇ;1;0,8;-0,2;-20,00%;100;100;;
PRO0022;P. RM CH C/ PH. M4-0.70 X 10MA NYLON P66- PRETO;PÇ;1;0,97;-0,03;-3,00%;50;50;;
PRO0023;P. RM CH C/ PH. M4-0.70 X 15MA NYLON P66- PRETO;PÇ;1;1,1;0,1;10,00%;50;50;;
PRO0024;PA M3X6 C. CHATA PHILLIPS INOX;PÇ;1;0,6;-0,4;-40,00%;1.000,00;1000;;
PRO0025;PORCA SEXTAVADA M3 INOX;PÇ;1;0,25;-0,75;-75,00%;1.000,00;1000;;
PRO0026;PA M1X10 C. PANELA PHILLIPS INOX;PÇ;1;0,8;-0,2;-20,00%;1.000,00;1000;;
PRO0027;PORCA SEXTAVADA M1 INOX;PÇ;1;0,3;-0,7;-70,00%;111;111;;
PRO0028;PA M2X6 C. CHATA PHILLIPS INOX;PÇ;1;0,6;-0,4;-40,00%;1.000,00;1000;;
PRO0029;PORCA SEXTAVADA COMUM M2x0,40 MA - INOX;PÇ;1;0,28;-0,72;-72,00%;1.000,00;1000;;
PRO0030;INSERTO METÁLICO M4x6x5;PÇ;1;0,64;-0,36;-36,00%;1.000,00;1000;;
PRO0031;INSERTO METÁLICO M5x6x6.5;PÇ;1;0,95;-0,05;-5,00%;1.000,00;1000;;
PRO0032;INSERTO METÁLICO M6x6x7;PÇ;1;1,8;0,8;80,00%;100;100;;
PRO0033;ESPAÇADOR MACHO/FÊMEA M3x25x6 NYLON PRETO;PÇ;1;1,05;0,05;5,00%;500;500;;
PRO0034;ARRUELA DE NYLON M2 PA66 PRETA;PÇ;1;0,25;-0,75;-75,00%;0;0;;
PRO0035;Arruela de Nylon PA66 - M2.5x5x1 - Preta;PÇ;1;0,25;-0,75;-75,00%;900;900;;
PRO0036;ARRUELA NYLON PA66  - M2 BRANCA;PÇ;1;0,48;-0,52;-52,00%;1.000,00;1000;;
PRO0037;ARRUELA NYLON PA66  - M4 BRANCA;PÇ;1;0,48;-0,52;-52,00%;200;200;;
PRO0038;PARAFUSO ALLEN SEM CABEÇA M3X6 INOX;PÇ;0,3;0,6;0,3;100,00%;1.000,00;300;;
PRO0039;PARAFUSO ALLEN SEM CABEÇA M3X8 INOX;PÇ;0,3;0,6;0,3;100,00%;500;150;;
PRO0040;PARAFUSO ALLEN SEM CABEÇA M3X10 INOX;PÇ;0,3;0,65;0,35;116,67%;1.000,00;300;;
PRO0041;PARAFUSO M2X6 C. PANELA PHILLIPS NYLON PA66 PRETO;PÇ;1;0,78;-0,22;-22,00%;1.000,00;1000;;
PRO0042;PARAFUSO M3X6 C. PANELA PHILLIPS NYLON PA66 PRETO;PÇ;1;0,31;-0,69;-69,00%;800;800;;
PRO0043;ESPAÇADOR M3X10 M/F NYLON PA66 PRETO;PÇ;11;0,74;-10,26;-93,27%;1.000,00;11000;;
PRO0044;ESPAÇADOR M2X10 M/F NYLON PA66 PRETO;PÇ;1;0,47;-0,53;-53,00%;10.000,00;10000;;
PRO0045;PARAFUSO M2.5X6 ALLEN CILINDRICO INOX A2;PÇ;1;0,6;-0,4;-40,00%;300;300;;
PRO0046;INSERTO METÁLICO M2.5x5x3.5;PÇ;1;0,78;-0,22;-22,00%;1.000,00;1000;;
PRO0047;INSERTO METÁLICO M1x2x2;PÇ;1;1,92;0,92;92,00%;300;300;;
PRO0048;PORCA REBITE M6 CILINDRICO ABA PLANA ALUMINIO;PÇ;1;1,4;0,4;40,00%;10.000,00;10000;;
PRO0049;PORCA REBITE M6 CILINDRICO ABA PLANA INOX;PÇ;1;2,6;1,6;160,00%;10.000,00;10000;;
PRO0050;PORCA REBITE M6 CILINDRICO ABA PLANA AÇO C. BICRO.;PÇ;1;0,6;-0,4;-40,00%;10.000,00;10000;;
PRO0051;PORCA REBITE M5 CILINDRICO ABA PLANA ALUMINIO;PÇ;1;1,27;0,27;27,00%;1.000,00;1000;;
PRO0052;PORCA REBITE M5 CILINDRICO ABA PLANA AÇO INOX;PÇ;1;1,58;0,58;58,00%;10.000,00;10000;;
PRO0053;PORCA REBITE M5 CILINDRICO ABA PLANA AÇO C. BICRO.;PÇ;1;0,52;-0,48;-48,00%;10.000,00;10000;;
PRO0054;PORCA REBITE M8 CILINDRICO ABA PLANA ALUMINIO;PÇ;1;1,7;0,7;70,00%;10.000,00;10000;;
PRO0055;PORCA REBITE M8 CILINDRICO ABA PLANA AÇO INOX;PÇ;1;2,72;1,72;172,00%;10.000,00;10000;;
PRO0056;PORCA REBITE M8 CILINDRICO ABA PLANA AÇO C. BICRO.;PÇ;1;0,78;-0,22;-22,00%;10.000,00;10000;;
PRO0057;REBITADEIRA PORCA REBITE MANUAL BT - 606 - M3 A M8;PÇ;1;350;349;34900,00%;3;3;;
PRO0058;PORCA REBITE M6 CILINDRICO ABA CÔNICA AÇO C. BICROMATIZADO;PÇ;1;0,67;-0,33;-33,00%;10.000,00;10000;;
PRO0059;P. RM PAN. C/ PH. M8-1.25 X 50 NYLON PA66 BRANCO ;PÇ;1;6,94;5,94;594,00%;188;188;;
PRO0060;POR. BORBOLETA M8-1.25MA-NYLON PA66- Branco;PÇ;1;5,98;4,98;498,00%;188;188;;
PRO0061;P. RM CH C/ PH. M8-1.25 X 20MA NYLON PA66- PRETO;PÇ;1;5,22;4,22;422,00%;100;100;;
PRO0062;ESPAÇADOR MACHO/FÊMEA M3x8x6 NYLON PRETO;PÇ;1;0,58;-0,42;-42,00%;1.108.112,00;1108112;;
PRO0063;INSERTO SERRILHADO LATÃO M6x8x8;PÇ;1;1,97;0,97;97,00%;0;0;;
PRO0064;PORCA SEXTAVADA M3 NYLON PRETO ;PÇ;1;0,38;-0,62;-62,00%;1.000,00;1000;;
PRO0065;P. CAB.CHATA TORX M2-0.40X6 INOX A2 ;PÇ;1;0,6;-0,4;-40,00%;5.000,00;5000;;
PRO0066;PARAFUSO RIVIT 1.4X6,00mm HAND INOX;PÇ;1;1,3;0,3;30,00%;1.000,00;1000;;
PRO0067;PARAFUSO AA PHILLIPS ABAULADA 2,2X6,5 INOX;PÇ;1;0,66;-0,34;-34,00%;10.000,00;10000;;
PRO0068;PARAFUSO CABEÇA ABAULADA M3X0,5X6 INOX;PÇ;1;0,83;-0,17;-17,00%;100;100;;
PRO0069;PARAFUSO AA PHILLIPS CABEÇA ABAULADA 2,2x13  INOX;PÇ;1;0,66;-0,34;-34,00%;1.000,00;1000;;
PRO0070;PARAFUSO CABEÇA ABAULADA M3X0,5X8 INOX;PÇ;1;0,83;-0,17;-17,00%;1.000,00;1000;;
PRO0071;PARAFUSO CABEÇA ABAULADA M3X0,5X10 INOX;PÇ;1;0,83;-0,17;-17,00%;1.000,00;1000;;
PRO0072;PARAFUSO CABEÇA CHATA ALLEN M2X12 INOX;PÇ;1;0,66;-0,34;-34,00%;1.000,00;1000;;
PRO0073;PARAFUSO AA PHILLIPSCABEÇA ABAULADA 2,2X13 INOX;PÇ;1;0,66;-0,34;-34,00%;1.000,00;1000;;
PRO0074;PORCA SEXTAVADA M1.4 INOX;PÇ;1;0,45;-0,55;-55,00%;1.000,00;1000;;
PRO0075;PORCA SEXTAVADA M2-0,40 INOX;PÇ;1;0,27;-0,73;-73,00%;100;100;;
PRO0077;PORCA PARLOCK M3-0,50 INOX;PÇ;1;0,36;-0,64;-64,00%;1.000,00;1000;;
PRO0078;ARRUELA DE NYLON M3 PA66 PRETA;PÇ;1;0,39;-0,61;-61,00%;1.000,00;1000;;
PRO0079;ARRUELA LISA M2 INOX;PÇ;1;0,05;-0,95;-95,00%;100;100;;
PRO0080;"ARRUELA LISA 1/8"" INOX";PÇ;1;0,15;-0,85;-85,00%;1.000,00;1000;;
PRO0081;ARRUELA LISA M4;PÇ;1;0,1;-0,9;-90,00%;1.000,00;1000;;
PRO0082;PARAFUSO ALLEN CABEÇA CILI. M3X0,5X10 INOX;PÇ;1;0,6;-0,4;-40,00%;1.000,00;1000;;
PRO0083;PORCA REBITE M4 ABA FINA INOX 304;PÇ;1;1,48;0,48;48,00%;950;950;;
PRO0084;PORCA REBITE M5 ABA FINA INOX 304;PÇ;1;1,67;0,67;67,00%;900;900;;
PRO0085;PORCA REBITE M8 ABA FINA INOX 304;PÇ;1;3,12;2,12;212,00%;950;950;;
PRO0086;PARAFUSO M2.5X12 PANELA PHILLIPS INOX 304;PÇ;1;0,66;-0,34;-34,00%;1.000,00;1000;;
PRO0087;PARAFUSO M2.5X16 PANELA PHILLIPS INOX 304;PÇ;1;0,66;-0,34;-34,00%;1.000,00;1000;;
PRO0088;PORCA SEXTAVADA COMUM M2.5 INOX 304;PÇ;1;0,27;-0,73;-73,00%;1.000,00;1000;;
PRO0089;PORCA TRAVANTE M2.5X0,45 INOX 304;PÇ;1;0,39;-0,61;-61,00%;1.000,00;1000;;
PRO0090;PARAFUSO M3X20 PANELA PHILLIPS INOX 304;PÇ;1;0,57;-0,43;-43,00%;1.000,00;1000;;
PRO0091;PARAFUSO M3X25 PANELA PHILLIPS INOX 304;PÇ;1;0,62;-0,38;-38,00%;1.000,00;1000;;
PRO0092;PORCA SEXTAVADA COMUM M3 INOX 304;PÇ;1;0,25;-0,75;-75,00%;10.000,00;10000;;
PRO0093;PARAFUSO 1/8 X 1/2 CABEÇA ABAULADA FENDA INOX 304;PÇ;1;0,74;-0,26;-26,00%;10.000,00;10000;;
PRO0094;PORCA TRAVANTE 1/8  INOX 304;PÇ;1;1,43;0,43;43,00%;1;1;;
PRO0095;PARAFUSO M4X50 ALLEN CILINDRICO INOX 304;PÇ;1;1,58;0,58;58,00%;1.000,00;1000;;
PRO0096;PORCA TRAVANTE M4X0,70 INOX 304;PÇ;1;0,43;-0,57;-57,00%;1.000,00;1000;;
PRO0097;PORCA REBITE DE ROSCA M6 ABA PLANA REC. BICROMATIZADA;PÇ;1;0,55;-0,45;-45,00%;10.000,00;10000;;
PRO0098;PARAFUSO ALLEN ABAULADO M2X8X0,40 MA - INOX;PÇ;1;0,66;-0,34;-34,00%;5.000,00;5000;;
PRO0099;ARRUELA LISA M2 - INOX;PÇ;1;0,18;-0,82;-82,00%;500;500;;
PRO0100;INSERTO METÁLICO M1.2x2x2;PÇ;1;1,92;0,92;92,00%;10.000,00;10000;;
PRO0101;INSERTO METÁLICO M2x2x3;PÇ;1;0,83;-0,17;-17,00%;1.000,00;1000;;
PRO0102;PARAFUSO CABEÇA CHATA PHILLIPS M2.5X16 INOX A2;PÇ;1;0,78;-0,22;-22,00%;1.000,00;1000;;
PRO0103;PARAFUSO ALLEN CILINDRICO M2.5X16 INOX A2;PÇ;1;0,78;-0,22;-22,00%;1.000,00;1000;;
PRO0104;PARAFUSO ALLEN CILINDRICO M2.5X10 INOX A2;PÇ;1;0,78;-0,22;-22,00%;1.000,00;1000;;
PRO0105;PORCA SEXTAVADA SIMPLES M2.5X0,45 MA- INOX A2;PÇ;1;0,28;-0,72;-72,00%;1.000,00;1000;;
PRO0106;ARRUELA LISA M2.5 INOX A2;PÇ;1;0,21;-0,79;-79,00%;1.000,00;1000;;
PRO0107;Macho de Rosca Esquerda M20x2.5 HSS (UNITÁRIO);PÇ;1;165;164;16400,00%;2;2;;
PRO0108;ARRUELA M3X6X1 NYLON PA66 -  BRANCO;PÇ;1;0,5;-0,5;-50,00%;10.000,00;10000;;
PRO0109;PORCA REBITE M4 ABA PLANA INOX;PÇ;1;1,3;0,3;30,00%;1.000,00;1000;;
PRO0110;PA C. PAN. PHS  M6-1,00 X 20 MA NYLON PA66 BRC.;PÇ;1;2,87;1,87;187,00%;500;500;;
PRO0111;PO. SEXT. M6X1,00 MA NYLON PA66 BCO;PÇ;1;1,3;0,3;30,00%;500;500;;
PRO0112;FRETE JAD LOG  9/10 dias úteis ( ESTIMADO);PÇ;1;54,94;53,94;5394,00%;222;222;;
PRO0113;PORCA REBITE M3 ABA PLANA REC.  INOX A2;PÇ;1;1,37;0,37;37,00%;1.000,00;1000;;
PRO0114;PORCA REBITE M4 ABA PLANA REC.  INOX A2;PÇ;1;1,4;0,4;40,00%;1.000,00;1000;;
PRO0115;PORCA REBITE M5 ABA PLANA REC.  INOX A2;PÇ;1;1,58;0,58;58,00%;1.000,00;1000;;
PRO0116;PORCA REBITE M6 ABA PLANA REC.  INOX A2;PÇ;1;2,47;1,47;147,00%;1.000,00;1000;;
PRO0117;PORCA REBITE M8 ABA PLANA REC.  INOX A2;PÇ;1;2,98;1,98;198,00%;1.000,00;1000;;
PRO0118;PORCA REBITE M10 ABA PLANA REC.  INOX A2;PÇ;1;3,1;2,1;210,00%;1.000,00;1000;;
PRO0119;PA AUTO-ATARRAXANTE 4,2X25 C/ PANELA PHILLIPS;UN;1;0,37;-0,63;-63,00%;10.000,00;10000;;
PRO0120;PA AUTO-ATARRAXANTE 4,2X25 C/ PHATA PHILLIPS;PÇ;1;0,35;-0,65;-65,00%;1.000,00;1000;;
PRO0121;ESPAÇADOR MACHO/FÊMEA M4X20 NYLON PA66 PRETO;PÇ;1;0,97;-0,03;-3,00%;1.000,00;1000;;
PRO0122;ESPAÇADOR  M3x6x7 (sem rosca) Nylon PA66 BCO;PÇ;1;0,57;-0,43;-43,00%;20.000,00;20000;;
PRO0123;P. CAB. ABAULADA ALLEN M3X8 AÇO LIGA;PÇ;1;0,67;-0,33;-33,00%;10.000,00;10000;;
PRO0124;P. S/C ALLEN M4X6 AÇO LIGA;PÇ;1;0,54;-0,46;-46,00%;1.000,00;1000;;
PRO0125;PARAFUSO M4X10 C/ PANELA PHILLIPS NYLON PA66 PRETO;PÇ;1;1,5;0,5;50,00%;1.000,00;1000;;
PRO0126;FRETE SEDEX 4/5 DIAS ÚTEIS;PÇ;1;36,67;35,67;3567,00%;11;11;;
PRO0127;PORCA REBITE M3 ABA FINA INOX A2;PÇ;1;1,47;0,47;47,00%;800;800;;
PRO0128;PA. RM PN. C/FE PH M5-0.80MA X 35 BC;PÇ;1;0,26;-0,74;-74,00%;1.000,00;1000;;
PRO0129;PA. RM PN. C/FE PH M6-1.00MA X 30 BC;PÇ;1;0,37;-0,63;-63,00%;1.000,00;1000;;
PRO0130;POR. SEXT. M5-0.80MA ACO CL 8 BC;PÇ;1;0,09;-0,91;-91,00%;1.000,00;1000;;
PRO0131;AR. LISA M6 INOX A2;PÇ;1;0,13;-0,87;-87,00%;1.000,00;1000;;
PRO0132;AR. LISA 1/4  INOX A2;PÇ;1;0,25;-0,75;-75,00%;1.000,00;1000;;
PRO0133;P. RM CH C/ PH. M4-0.70 X 12MA INOX A2;PÇ;1;0,33;-0,67;-67,00%;1.000,00;1000;;
PRO0134;P. RM CH C/ PH. M4-0.70 X 16MA INOX A2;PÇ;1;0,39;-0,61;-61,00%;1.000,00;1000;;
PRO0135;PARAFUSO ALLEN SEM CABEÇA M3X3 INOX A2;PÇ;1;0,67;-0,33;-33,00%;1.000,00;1000;;
PRO0136;PARAFUSO ALLEN SEM CABEÇA M2.5X3 INOX A2;PÇ;1;0,67;-0,33;-33,00%;1.000,00;1000;;
PRO0137;AR. DENTADA EXT. M4 INOX A2;C;1;20;19;1900,00%;19.908,00;19908;;
PRO0138;PARAFUSO CAB. CHATA TORX M2X4 INOX A2;PÇ;1;0,58;-0,42;-42,00%;10.000,00;10000;;
PRO0139;PARAFUSO CAB. CHATA TORX M2X6 INOX A2;PÇ;1;0,58;-0,42;-42,00%;10.000,00;10000;;
PRO0140;PARAFUSO CAB. PLANA TORX M2X6 INOX A2;PÇ;1;0,58;-0,42;-42,00%;10.000,00;10000;;
PRO0141;INSERTO METÁLICO M2x2x3.5;PÇ;1;0,83;-0,17;-17,00%;190.000,00;190000;;
PRO0142;PARAFUSO CAB. PLANA TORX M2X3 INOX A2;PÇ;1;0,58;-0,42;-42,00%;10.000,00;10000;;
PRO0143;PA RM PAN. C/ PH. M8-1.25 X 25 NYLON PA66- Branco;PÇ;1;6,18;5,18;518,00%;20;20;;
PRO0144;PA RM PAN. C/ PH. M8-1.25 X 30 NYLON PA66- Branco;PÇ;1;6,47;5,47;547,00%;300;300;;
PRO0145;P. CAB. CILINDRICA SX INT. M2-0.40 X 10MA LG 12.9;PÇ;1;0,66;-0,34;-34,00%;10;10;;
PRO0146;P. CAB. CILINDRICA SX INT. M5-0.80 X 10 LG 12.9;PÇ;1;0,3;-0,7;-70,00%;100;100;;
PRO0147;P. CAB. CILINDRICA SX INT. M6-1.00 X 10 LG 12.9;PÇ;1;0,35;-0,65;-65,00%;100;100;;
PRO0148;P. CAB. CILINDRICA SX INT. M6-1.00 X 12 LG 12.9;PÇ;1;0,38;-0,62;-62,00%;100;100;;
PRO0149;P. CAB. ABAULADA SX INT. M5-0,80 X 8 LG 12.9;PÇ;1;0,6;-0,4;-40,00%;100;100;;
PRO0150;P. CAB. ABAULADA SX INT. M5-0,80 X 12 LG 12.9;PÇ;1;0,79;-0,21;-21,00%;100;100;;
PRO0151;P. CAB. ABAULADA SX INT. M8-1.25 X 12 LG 12.9;PÇ;1;1,11;0,11;11,00%;100;100;;
PRO0152;P. CAB. CHATA SX INT. M6-1.00 X 12MA LG 12.9;PÇ;1;0,48;-0,52;-52,00%;100;100;;
PRO0153;POR. SEXT. M6-1.00MA ACO CL 8 PL;PÇ;1;0,14;-0,86;-86,00%;1;1;;
PRO0154;AR. PRESSAO ME M5 FE. PL;PÇ;1;0,06;-0,94;-94,00%;100;100;;
PRO0155;PORCA REBITE COM ROSCA HSP- PLANA M6-1.00 FE. BC;PÇ;1;0,99;-0,01;-1,00%;10.000,00;10000;;
PRO0156;PORCA REBITE COM ROSCA HSP- PLANA M10-1.50 FE. BC;PÇ;1;1,58;0,58;58,00%;1.000,00;1000;;
PRO0157;P. RM CH C/ PH. M2-0.40 X 6 MA INOX A2;PÇ;1;0,67;-0,33;-33,00%;1.000,00;1000;;
PRO0158;P. CAB. CHATA TORX  M6-1.00 X 16 INOX A2;PÇ;1;2,98;1,98;198,00%;0;0;;
PRO0159;P. CAB. CHATA TORX  M8-1.25 X 16 INOX A2;PÇ;1;5,17;4,17;417,00%;0;0;;
PRO0160;FRETE SEDEX 1/2 DIAS ÚTEIS ;PÇ;1;26,8;25,8;2580,00%;100;100;;
PRO0161;ARRUELA M10X20X2 NYLON PA66 BRANCO;PÇ;1;0,95;-0,05;-5,00%;99.950,00;99950;;
PRO0162;POR. SEXT. M2-0.40MA INOX A2;PÇ;1;0,32;-0,68;-68,00%;995;995;;
PRO0163;POR. SEXT. M3-0.50MA INOX A2;PÇ;1;0,09;-0,91;-91,00%;995;995;;
PRO0164;POR. SEXT. M4-0.70MA INOX A2;PÇ;1;0,12;-0,88;-88,00%;500;500;;
PRO0165;AR. LISA M3 INOX A2;PÇ;1;0,07;-0,93;-93,00%;900;900;;
PRO0166;AR. LISA M4 INOX A2;PÇ;1;0,07;-0,93;-93,00%;1.000,00;1000;;
PRO0167;AR. LISA M5 INOX A2;PÇ;1;0,09;-0,91;-91,00%;1.000,00;1000;;
PRO0168;AR. PRESSAO M3 INOX A2;PÇ;1;0,07;-0,93;-93,00%;1.101,00;1101;;
PRO0169;AR. PRESSAO M4 INOX A2;PÇ;1;0,08;-0,92;-92,00%;500;500;;
PRO0170;AR. PRESSAO M5 INOX A2;PÇ;1;0,12;-0,88;-88,00%;1.000,00;1000;;
PRO0171;P. RM PAN. C/ PH. M3-0.50 X 6 INOX A2;PÇ;1;0,24;-0,76;-76,00%;11.106,00;11106;;
PRO0172;P. CAB. CHATA SX INT. M4-0.70 X 10MA LG 12.9;PÇ;1;0,39;-0,61;-61,00%;10.000,00;10000;;
PRO0173;P. CAB. CILINDRICA SX INT. M3-0.50 X 10MA LG 12.;PÇ;1;0,44;-0,56;-56,00%;100;100;;
PRO0174;P. CAB. CILINDRICA SX INT. M3-0.50 X 8MA LG 12.;PÇ;1;0,44;-0,56;-56,00%;1.000,00;1000;;
PRO0175;P. CAB. CILINDRICA SX INT. M3-0.50 X 6MA INOX A2;PÇ;1;0,48;-0,52;-52,00%;1.000,00;1000;;
PRO0176;P. CAB. ABAULADA SX INT. M3-0.50 X 8 LG 12.9;PÇ;1;0,38;-0,62;-62,00%;1.000,00;1000;;
PRO0177;P. CAB. ABAULADA SX INT. M5-0.80 X 12 INOX A2;PÇ;1;0,49;-0,51;-51,00%;1.000,00;1000;;
PRO0178;P. CAB. ABAULADA SX INT. M4-0.70 X 10 INOX A2;PÇ;1;0,29;-0,71;-71,00%;500;500;;
PRO0179;PORCA REBITE DE ROSCA M4 ABA PLANA SEXTAVADA BICRO.;PÇ;1;0,4;-0,6;-60,00%;100.000,00;100000;;
PRO0180;ESPAÇADOR M/F M3X6 - NYLON PA66- PRETO;PÇ;1;0,54;-0,46;-46,00%;10.000,00;10000;;
PRO0181;ESPAÇADOR M/F M3X10 - NYLON PA66- PRETO;PÇ;1;0,54;-0,46;-46,00%;1.000,00;1000;;
PRO0182;ESPAÇADOR M/F M3X15 - NYLON PA66- PRETO;PÇ;1;0,54;-0,46;-46,00%;1.000,00;1000;;
PRO0183;PA M3X6-MA CA. PANELA PHILLIPS- NYLON PA66- BRANCO;PÇ;1;0,57;-0,43;-43,00%;1.000,00;1000;;
PRO0184;PA M3X10-MA CA. PANELA PHILLIPS- NYLON PA66- BRANCO;PÇ;1;0,57;-0,43;-43,00%;1.000,00;1000;;
PRO0185;ESPAÇADOR M/F M4X12 - NYLON PA66- PRETO;PÇ;1;0,83;-0,17;-17,00%;1.000,00;1000;;
PRO0186;ESPAÇADOR M/F M4X20 - NYLON PA66- PRETO;PÇ;1;0,89;-0,11;-11,00%;1.000,00;1000;;
PRO0187;PA M4X10-MA CA. PANELA PHILLIPS- NYLON PA66- PRETO;PÇ;1;0,63;-0,37;-37,00%;1.000,00;1000;;
PRO0188;P. CAB. CHATA TORX M6-1.00 X 10 INOX A2;PÇ;1;2,95;1,95;195,00%;1.000,00;1000;;
PRO0189;P. CAB. CHATA TORX M6-1.00 X 8 INOX A2;PÇ;1;2,79;1,79;179,00%;1.000,00;1000;;
PRO0190;P. CAB. CHATA SX INT. M4-0.70 X 16 INOX A2;PÇ;1;0,38;-0,62;-62,00%;500;500;;
PRO0191;P. CAB. CHATA SX INT. M4-0.70 X 10 INOX A2;PÇ;1;0,28;-0,72;-72,00%;1.000,00;1000;;
PRO0192;P. CAB. CHATA SX INT. M3-0.50 X 16 INOX A2;PÇ;1;0,78;-0,22;-22,00%;1;1;;
PRO0193;P. CAB. CILINDRICA SX INT. M3-0.50MA X 12 INOX A2;PÇ;1;0,32;-0,68;-68,00%;199.299,00;199299;;
PRO0194;P. CAB. CILINDRICA SX INT. M3-0.50MA X 10 INOX A2;PÇ;1;0,26;-0,74;-74,00%;1;1;;
PRO0195;P. CAB. CILINDRICA SX INT. M3-0.50MA X 8 INOX A2;PÇ;1;0,26;-0,74;-74,00%;1;1;;
PRO0196;P. CAB. CILINDRICA SX INT. M3-0.50MA X 6 INOX A2;PÇ;1;0,25;-0,75;-75,00%;1;1;;
PRO0197;P. CAB. ABAULADA SX INT. M3-0.50 X 8 INOX A2;PÇ;1;0,97;-0,03;-3,00%;1.111.011,00;1111011;;
PRO0198;P. CAB. ABAULADA SX INT. M3-0.50 X 6 INOX A2;PÇ;1;0,76;-0,24;-24,00%;1;1;;
PRO0199;P. S/C SEXT. INT P. CV M3-0.50 X 4MA INOX A2;PÇ;1;0,52;-0,48;-48,00%;1;1;;
PRO0200;P. S/C SEXT. INT P. CV M2-0.40 X 3MA INOX A2;PÇ;1;0,68;-0,32;-32,00%;1;1;;
PRO0201;AR. LISA M2 INOX A2;PÇ;1;0,1;-0,9;-90,00%;1;1;;
PRO0202;POR. SEXT. M8-1.00MB INOX A2;PÇ;1;2,2;1,2;120,00%;111;111;;
PRO0203;PORCA SEXT. M3-0.50MA INOX A2;PÇ;1;0,12;-0,88;-88,00%;1.111,00;1111;;
PRO0204;P. CAB. CILINDRICA SX INT. M2-0.40MA X 4 INOX A2;PÇ;1;0,85;-0,15;-15,00%;1.111,00;1111;;
PRO0205;P. CAB. CILINDRICA SX INT. M2-0.40MA X 5 INOX A2;PÇ;1;0,92;-0,08;-8,00%;111;111;;
PRO0206;P. CAB. ABAULADA SX INT. M2-0.40 X 3 INOX A2;PÇ;1;0,85;-0,15;-15,00%;111;111;;
PRO0207;P. CAB. ABAULADA SX INT. M2-0.40 X 5 INOX A2;PÇ;1;0,85;-0,15;-15,00%;11;11;;
PRO0208;P. CAB. CILINDRICA SX INT. M10-1.50 X 50 LG 12.9;PÇ;1;3,68;2,68;268,00%;1.111,00;1111;;
PRO0209;P. CAB. CILINDRICA SX INT. M8-1.25 X 50 LG 12.9;PÇ;1;2,08;1,08;108,00%;1.111,00;1111;;
PRO0210;P. CAB. CILINDRICA SX INT. M6-1.00 X 50MA LG 12.9;PÇ;1;1,32;0,32;32,00%;111;111;;
